"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Result Home HT";"Result Visitor HT";"Odds";"Odds";"Odds";"Odds";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Global";"Global";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Global";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Casa";"Fora";"Casa";"Fora";"Global";"Casa";"Fora";"Casa";"Fora";"Casa";"Fora";"Global";"Global";"Global"
"United States";"USA";"USL W League";"16-06-2026 20:00";"NS";"Rockford Raptors W";"";"";"Rochester W";"";"";"";"";"";"";"5";"6";"25";"0";"";"34";"0";"75";"";"3.4";"3";"1";"0";"1.8";"4";"38";"100";"75";"62";"3.5";"";"";"";"0.8";"0";"";"42";"2";"75";"50";"";"";"1";"0";"1.2";"2.5";"0.8";"1.7";"0.5";"5.5";"0";"0";"";"25";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 20:00";"NS";"Northern Virginia FC W";"";"";"Patuxent W";"";"";"";"";"";"";"";"5";"";"0";"";"";"";"";"";"";"";"";"0.5";"";"3.5";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"16-06-2026 21:00";"NS";"Midwest United W";"";"";"Kalamazoo FC W";"";"";"";"";"";"";"3";"5";"56";"0";"";"44";"0";"50";"";"1.6";"2";"1.3";"0";"1";"1";"50";"";"16";"100";"3.5";"";"";"";"1.7";"0";"";"70";"70";"33";"100";"";"";"";"";"";"";"0.8";"0";"";"";"";"";"";"33";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 21:00";"NS";"Edgewater Castle W";"";"";"Rally Madison";"";"";"";"";"";"";"4";"8";"100";"0";"";"51";"17";"62";"";"2.5";"3";"1.5";"0.5";"0";"3";"25";"71";"38";"88";"3.5";"";"";"";"3";"0";"";"100";"0";"50";"25";"";"";"0.7";"0.2";"0";"1.2";"1.4";"1";"0.3";"1.8";"1";"0.2";"";"100";"0";"6";"";"2.3";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 21:00";"NS";"AHFC Royals W";"";"";"Hill Country Linces";"";"";"";"";"";"";"1";"3";"100";"0";"";"100";"17";"100";"";"7.2";"5";"6.7";"0.5";"0.7";"6.5";"58";"100";"84";"42";"3.5";"";"";"";"3";"0";"";"80";"2";"67";"50";"";"";"2.7";"0";"0.3";"2.5";"4.4";"2.8";"0.3";"4";"4";"0.5";"";"100";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 21:00";"NS";"Cedar Stars W";"";"";"Manhattan W";"";"";"";"";"";"";"4";"6";"33";"0";"";"68";"10";"100";"";"6.3";"5";"2";"0.3";"3.3";"7";"33";"100";"100";"0";"3.5";"";"";"";"1";"0";"";"2";"2";"33";"67";"";"";"2.5";"0.3";"1";"3";"2.4";"2.8";"0.5";"4";"4";"0";"";"33";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 21:30";"NS";"Lonestar San Antonio W";"";"";"Lonestar Austin W";"";"";"";"";"";"";"";"2";"";"67";"";"";"";"";"";"";"";"";"0.7";"";"0.7";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"33";"";"";"";"0.7";"";"0.3";"";"";"";"0.3";"";"0";"";"";"67";"";"";"";"";"";"";""
"United States";"USA";"USL W League";"16-06-2026 22:00";"NS";"Snohomish United";"";"";"Tacoma Galaxy W";"";"";"";"";"";"";"1";"7";"100";"0";"";"100";"0";"50";"";"2.4";"3";"3.8";"0";"0";"1";"0";"";"50";"75";"3.5";"";"";"";"3";"0";"";"100";"70";"50";"100";"";"";"2.8";"";"0";"";"0.8";"1.4";"0";"";"1";"";"";"100";"0";"";"";"";"";"7.2";"";""
"United States";"USA";"USL W League";"16-06-2026 23:00";"NS";"California Storm II W";"";"";"San Juan SC W";"";"";"";"";"";"";"3";"6";"50";"67";"";"34";"68";"75";"";"2.2";"2";"1";"2";"0.5";"1";"50";"75";"25";"75";"3.5";"";"";"";"1.5";"2";"";"88";"70";"50";"50";"";"";"0.5";"1";"0";"0";"1.5";"0.8";"0.5";"1";"0.5";"1";"";"50";"50";"";"";"";"";"7.2";"";""
"United States";"USA";"UWS";"16-06-2026 19:00";"NS";"Worcester Wanderers W";"";"";"Connecticut Legends W";"";"";"";"";"";"";"1";"";"50";"";"";"";"";"";"";"";"";"2";"";"2.5";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";"";"";"";"";"";"";"";""
"United States";"USA";"UWS";"16-06-2026 20:00";"NS";"Michigan Legends W";"";"";"Lansing City W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"UWS";"16-06-2026 22:00";"NS";"Chicago Inter W";"";"";"Berber City W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"United States";"USA";"UWS";"16-06-2026 22:00";"NS";"Rockford Raptors II W";"";"";"DeKalb County W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Queensland NPL Women";"16-06-2026 06:30";"POSTPONED";"Eastern Suburbs NPL";"";"";"Brisbane Olympic W";"";"";"1.41";"5.83";"";"";"1";"5";"81";"67";"1";"71";"75";"72";"";"3.2";"3";"2.1";"2.2";"0.9";"1.2";"60";"94";"66";"59";"3.3";"20.4";"10.2";"9.1";"2.4";"2";"9";"74";"63";"56";"38";"";"";"1.2";"0.8";"0.3";"0.6";"1.8";"1.5";"0.6";"0.6";"0.9";"1.5";"";"78";"62";"6.8";"4.5";"3";"3.9";"8.9";"76";"64"
"Australia";"AUS";"Queensland Women's Super Cup";"16-06-2026 06:30";"NS";"Lions W";"";"";"Gold Coast United W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Queensland Women's Super Cup";"16-06-2026 06:30";"NS";"Brisbane City W";"";"";"Gold Coast Knights W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Australia";"AUS";"Queensland Women's Super Cup";"16-06-2026 06:30";"NS";"Sunshine Coast Wanderers W";"";"";"North Lakes United W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Finland";"FIN";"Women's Cup";"16-06-2026 14:00";"NS";"EPS W";"";"";"EBK W";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";"";"";"4.5";"";"1";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";""
"Faroe Islands";"FRO";"Meistaradeildin Women";"16-06-2026 21:00";"NS";"Hoyvík W";"";"";"B36 W";"";"";"";"";"";"";"";"5";"";"20";"";"";"";"";"";"";"";"";"0.2";"";"3.6";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"40";"";"";"";"0";"";"2.2";"";"";"";"1.4";"";"0.2";"";"";"20";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"16-06-2026 08:00";"NS";"Ertis W";"";"";"Astana W";"";"";"";"";"";"";"4";"6";"17";"0";"";"17";"10";"84";"";"4.1";"5";"0.5";"0.3";"2";"5.3";"42";"100";"58";"66";"4.9";"";"";"";"0.5";"0";"";"35";"2";"50";"67";"";"";"0";"0.3";"1";"3.7";"1.6";"2.5";"1";"1.7";"0.5";"0";"";"0";"0";"";"";"";"";"7.1";"";""
"Kazakhstan";"KAZ";"Womens Championship";"16-06-2026 08:00";"NS";"Altay Oskemen W";"";"";"Yelimay Semey W";"";"";"";"";"";"";"";"5";"";"33";"";"";"";"";"";"";"";"";"2.3";"";"3";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"33";"";"";"";"1";"";"1.3";"";"";"";"1.7";"";"1.3";"";"";"33";"";"";"";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"16-06-2026 10:00";"NS";"Kyzylzhar W";"";"";"Aktobe W";"";"";"";"";"";"";"3";"1";"100";"100";"";"100";"100";"100";"";"11.5";"8";"7.5";"15.5";"0";"0";"0";"";"75";"25";"4.9";"";"";"";"3";"3";"";"100";"100";"50";"50";"";"";"";"7";"";"0";"4.2";"4";"";"0";"";"8.5";"";"100";"100";"";"";"";"";"7.1";"";""
"Norway";"NOR";"Cup Women";"16-06-2026 12:00";"NS";"Viking FK W";"";"";"Hønefoss W";"";"";"";"";"";"";"";"";"100";"67";"";"100";"51";"100";"";"3";"4";"3";"1.5";"1";"0.5";"50";"50";"50";"75";"4.8";"26";"12";"8.2";"3";"2";"8";"70";"88";"50";"100";"";"";"1";"0.5";"0.5";"0";"2";"1";"0.5";"0.5";"2";"1";"";"100";"50";"4.5";"4";"3.5";"4.5";"8.5";"50";"50"
"Norway";"NOR";"Cup Women";"16-06-2026 12:00";"NS";"Lyn W";"";"";"Brann W";"";"";"";"";"";"";"";"";"";"100";"";"";"";"";"";"";"";"";"4";"";"0.5";"";"";"";"";"";"";"";"";"";"3";"";"";"";"";"50";"";"";"";"2";"";"0.5";"";"";"";"0";"";"2";"";"";"100";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"16-06-2026 21:00";"NS";"Arsenal Tula";"";"";"Volga Ulyanovsk";"";"";"2.12";"2.74";"";"";"1";"";"25";"";"";"";"";"";"";"";"";"1.5";"";"3";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"25";"";"";"";"1.2";"";"0.8";"";"";"";"2.2";"";"0.2";"";"";"25";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"16-06-2026 21:00";"NS";"Neman Grodno";"";"";"Yenisey";"";"";"";"";"";"";"1";"2";"62";"67";"";"85";"34";"62";"";"2.4";"3";"2.5";"1";"0.8";"0.5";"44";"38";"56";"69";"3.4";"";"";"";"1.9";"2";"";"77";"88";"62";"50";"";"";"1.2";"0";"0";"0";"1.2";"0.3";"1.8";"0.5";"3.5";"1";"";"50";"50";"9.5";"";"3";"";"9";"";""
"Brazil";"BRA";"Brasileiro U17";"16-06-2026 15:00";"NS";"Bahia U17";"";"";"Santos U17";"";"";"";"";"";"";"";"9";"";"0";"";"";"";"";"";"";"";"";"0.5";"";"3.5";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"50";"";"";"";"0";"";"2.5";"";"";"";"1";"";"0.5";"";"";"0";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"16-06-2026 15:00";"NS";"Botafogo U17";"";"";"Palmeiras U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"16-06-2026 15:00";"NS";"Flamengo U17";"";"";"Atlético Mineiro U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"16-06-2026 15:00";"NS";"Fortaleza U17";"";"";"Juventude U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"16-06-2026 15:00";"NS";"Cruzeiro U17";"";"";"Corinthians U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
